Time,Cubic_1_Bps,Cubic_2_Bps,Cubic_1_PktLoss,Cubic_2_PktLoss,Cubic_1_Cwnd,Cubic_2_Cwnd,JainsFairnessIndex
3.0,330000.0,915000.0,32.0,68.0,63712.0,97016.0,0.819144
3.1,405000.0,840000.0,49.0,53.0,63712.0,98464.0,0.891203
3.2,600000.0,645000.0,48.0,55.0,65160.0,99912.0,0.998695
3.3,645000.0,615000.0,35.0,69.0,65160.0,101360.0,0.9994330000000001
3.4,300000.0,945000.0,36.0,69.0,66608.0,102808.0,0.788396
3.5,465000.0,780000.0,47.0,60.0,66608.0,104256.0,0.939836
3.6,570000.0,675000.0,51.0,58.0,66608.0,105704.0,0.992937
3.7,555000.0,690000.0,30.0,79.0,66608.0,107152.0,0.988379
3.8,255000.0,1005000.0,52.0,58.0,68056.0,107152.0,0.738384
3.9,615000.0,630000.0,49.0,61.0,68056.0,108600.0,0.999855
4.0,660000.0,585000.0,31.0,81.0,68056.0,110048.0,0.996384
4.1,120000.0,1125000.0,51.0,60.0,68056.0,110048.0,0.605467
4.2,690000.0,570000.0,43.0,69.0,68056.0,111496.0,0.991011
4.3,570000.0,675000.0,37.0,77.0,68056.0,112944.0,0.992937
4.4,180000.0,1065000.0,47.0,66.0,68056.0,112944.0,0.66432
4.5,630000.0,615000.0,43.0,72.0,68056.0,114392.0,0.999855
