Time,NewReno_1_Bps,Cubic_2_Bps,Bbr_3_Bps,Dctcp_4_Bps,NewReno_1_PktLoss,Cubic_2_PktLoss,Bbr_3_PktLoss,Dctcp_4_PktLoss,NewReno_1_Cwnd,Cubic_2_Cwnd,Bbr_3_Cwnd,Dctcp_4_Cwnd,JainsFairnessIndex
14.2,580000.0,225000.0,310000.0,130000.0,131.33333333333334,102.0,79.0,69.0,75357.66666666667,34825.666666666664,63251.0,26408.0,0.460693
14.3,585000.0,135000.0,275000.0,260000.0,130.66666666666666,109.33333333333333,73.0,69.66666666666667,75840.33333333333,35791.0,63733.666666666664,27856.0,0.551841
14.4,550000.0,355000.0,180000.0,160000.0,143.0,105.33333333333333,74.33333333333333,63.0,77288.33333333333,36756.333333333336,64699.0,27856.0,0.42699400000000004
14.5,730000.0,125000.0,195000.0,200000.0,137.0,106.0,80.33333333333333,66.33333333333333,78253.66666666667,39169.666666666664,65181.666666666664,29786.666666666668,0.5488436666666666
14.6,395000.0,295000.0,334920.0,220000.0,137.33333333333334,115.33333333333333,76.0,66.66666666666667,79219.0,43513.666666666664,66629.66666666667,32200.0,0.418826
14.7,650000.0,245000.0,179760.0,175000.0,140.33333333333334,111.0,80.33333333333333,71.66666666666667,80667.0,47375.0,70008.33333333333,33165.333333333336,0.565731
14.8,545000.0,235000.0,170000.0,300000.0,128.66666666666666,118.33333333333333,84.66666666666667,77.0,80667.0,51719.0,38670.333333333336,37992.0,0.6230046666666667
14.9,410000.0,365000.0,295000.0,175000.0,147.66666666666666,113.33333333333333,82.66666666666667,76.0,82115.0,55886.0,42049.0,45714.666666666664,0.540142
15.0,680000.0,240000.0,125000.0,205000.0,130.0,126.0,84.33333333333333,83.66666666666667,82597.66666666667,59168.666666666664,42049.0,46680.0,0.5923843333333333
15.1,255000.0,450000.0,295000.0,245000.0,144.33333333333334,101.66666666666667,87.33333333333333,88.66666666666667,83022.33333333333,59168.666666666664,42437.0,50025.0,0.5027
15.2,730000.0,165000.0,160000.0,200000.0,143.66666666666666,108.33333333333333,77.0,86.33333333333333,84896.33333333333,59589.666666666664,42437.0,49981.666666666664,0.542107
15.3,385000.0,272666.6666666667,220000.0,365000.0,134.0,127.33333333333333,83.66666666666667,93.0,85379.0,60014.333333333336,43402.333333333336,50947.0,0.8520216666666666
15.4,510000.0,229040.0,220000.0,295000.0,144.33333333333334,124.33333333333333,84.66666666666667,85.33333333333333,85821.66666666667,60497.0,43885.0,50947.0,0.62215
15.5,656400.0,295600.0,128840.0,165000.0,134.33333333333334,136.0,84.33333333333333,90.33333333333333,86787.0,60979.666666666664,44795.666666666664,51872.0,0.5976013333333333
15.6,270000.0,405520.0,313200.0,260000.0,145.33333333333334,114.33333333333333,95.0,89.66666666666667,87217.66666666667,60979.666666666664,46696.666666666664,52354.666666666664,0.6177823333333333
15.7,710000.0,165000.0,120000.0,251880.0,146.0,117.0,88.0,84.33333333333333,88183.0,61462.333333333336,46696.666666666664,52354.666666666664,0.5727486666666667
15.8,395000.0,193586.66666666666,340000.0,320000.0,141.66666666666666,108.0,99.66666666666667,86.33333333333333,88617.0,61462.333333333336,51957.333333333336,52799.666666666664,0.7530873333333333
15.9,555000.0,41880.0,370000.0,285000.0,151.66666666666666,114.66666666666667,83.0,76.33333333333333,88583.0,61945.0,52440.0,53282.333333333336,0.5663900000000001
16.0,604800.0,186880.0,252506.66666666666,200000.0,149.33333333333334,107.33333333333333,85.66666666666667,80.66666666666667,89984.66666666667,61898.333333333336,53867.333333333336,53731.333333333336,0.6754873333333333
